,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies
6771,31150.0, 36 months,22.45,1196.9,F,< 1 year,MORTGAGE,100000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,22.3,0.0,Dec-2000,670.0,674.0,3.0,16.0,0.0,20649.0,101.2,54.0,Individual,4.0,0.0
6168,25000.0, 36 months,12.88,840.91,C,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,23.98,1.0,Jun-2001,685.0,689.0,1.0,18.0,0.0,17232.0,47.6,42.0,Individual,5.0,0.0
7562,5500.0, 36 months,16.55,194.87,D,5 years,RENT,28500.0,Source Verified,Dec-2015,Fully Paid,other,5.18,0.0,Jun-2007,685.0,689.0,1.0,5.0,1.0,830.0,12.0,13.0,Individual,0.0,1.0
4136,10800.0, 36 months,16.59,382.85,D,3 years,RENT,30000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,11.0,0.0,Feb-2003,690.0,694.0,0.0,6.0,0.0,7769.0,61.7,20.0,Individual,0.0,0.0
8584,16000.0, 60 months,11.22,349.64,B,3 years,MORTGAGE,72000.0,Not Verified,Dec-2015,Fully Paid,car,23.35,1.0,Nov-1995,695.0,699.0,0.0,17.0,0.0,10680.0,11.0,75.0,Individual,3.0,0.0
4236,16800.0, 60 months,12.88,381.23,C,< 1 year,OWN,80000.0,Not Verified,Dec-2015,Fully Paid,car,32.55,0.0,Jun-2005,700.0,704.0,1.0,15.0,0.0,17624.0,39.4,37.0,Individual,0.0,0.0
5004,6000.0, 36 months,11.99,199.26,C,10+ years,MORTGAGE,84000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,33.17,0.0,May-1981,660.0,664.0,0.0,9.0,0.0,115315.0,99.1,25.0,Individual,0.0,0.0
8450,21575.0, 60 months,17.57,542.83,D,10+ years,RENT,85000.0,Verified,Dec-2015,Charged Off,credit_card,31.44,0.0,Aug-2002,670.0,674.0,2.0,7.0,0.0,14047.0,79.4,20.0,Individual,1.0,0.0
1390,9600.0, 36 months,11.99,318.82,C,4 years,RENT,29000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,10.16,2.0,Apr-2005,660.0,664.0,1.0,9.0,0.0,5682.0,58.0,28.0,Individual,0.0,0.0
6322,15500.0, 36 months,10.78,505.84,B,2 years,RENT,105000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,21.44,0.0,Nov-2000,660.0,664.0,1.0,18.0,1.0,36101.0,77.6,44.0,Individual,0.0,1.0
9003,12000.0, 36 months,10.64,390.83,B,2 years,RENT,115523.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.27,0.0,May-2006,675.0,679.0,1.0,10.0,0.0,25347.0,61.5,33.0,Individual,0.0,0.0
3559,2000.0, 36 months,10.78,65.27,B,,OWN,34000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.94,1.0,Jan-2005,680.0,684.0,1.0,3.0,0.0,3696.0,92.4,6.0,Individual,0.0,0.0
7009,11700.0, 36 months,18.2,424.16,E,< 1 year,RENT,32500.0,Verified,Dec-2015,Charged Off,debt_consolidation,27.92,0.0,Aug-2002,670.0,674.0,1.0,5.0,0.0,8431.0,101.6,6.0,Individual,0.0,0.0
7204,35000.0, 60 months,18.49,898.13,D,10+ years,MORTGAGE,95000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,33.8,0.0,May-1994,670.0,674.0,0.0,12.0,0.0,51514.0,81.5,40.0,Individual,1.0,0.0
2775,4500.0, 36 months,16.59,159.53,D,< 1 year,RENT,50000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,8.35,1.0,Sep-2010,680.0,684.0,0.0,12.0,0.0,660.0,30.0,13.0,Individual,0.0,0.0
6237,2100.0, 36 months,8.49,66.29,B,4 years,RENT,39000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,30.77,0.0,Jan-2005,720.0,724.0,1.0,19.0,0.0,11742.0,28.9,30.0,Individual,0.0,0.0
7601,15000.0, 36 months,5.32,451.73,A,10+ years,MORTGAGE,76000.0,Source Verified,Dec-2015,Fully Paid,credit_card,32.98,0.0,Jul-1996,725.0,729.0,0.0,13.0,0.0,30550.0,68.5,24.0,Individual,2.0,0.0
9248,11400.0, 36 months,9.17,363.42,B,10+ years,RENT,52000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,9.07,3.0,Jun-1997,665.0,669.0,1.0,12.0,0.0,11419.0,44.6,24.0,Individual,0.0,0.0
1027,4000.0, 36 months,11.99,132.84,C,10+ years,RENT,53000.0,Verified,Dec-2015,Fully Paid,other,15.53,1.0,Jun-1994,700.0,704.0,1.0,8.0,0.0,5858.0,50.5,21.0,Individual,1.0,0.0
1003,12000.0, 36 months,9.17,382.55,B,3 years,MORTGAGE,110000.0,Not Verified,Dec-2015,Fully Paid,credit_card,24.61,0.0,Apr-2002,695.0,699.0,0.0,11.0,0.0,50366.0,68.3,18.0,Individual,1.0,0.0
9020,10000.0, 36 months,12.59,334.97,C,10+ years,RENT,110000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,3.05,0.0,Oct-2003,660.0,664.0,1.0,10.0,1.0,6028.0,39.4,12.0,Individual,0.0,1.0
3288,5000.0, 36 months,13.99,170.87,C,,RENT,35050.0,Source Verified,Dec-2015,Charged Off,credit_card,5.24,0.0,Feb-2006,660.0,664.0,2.0,5.0,0.0,4163.0,77.1,5.0,Individual,0.0,0.0
5382,22225.0, 36 months,16.59,787.86,D,10+ years,OWN,70000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,22.27,1.0,Jun-1992,700.0,704.0,0.0,10.0,0.0,8712.0,78.5,22.0,Individual,1.0,0.0
3179,6600.0, 36 months,10.78,215.39,B,10+ years,RENT,71000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,10.6,0.0,May-2002,665.0,669.0,0.0,5.0,0.0,5018.0,79.7,9.0,Individual,0.0,0.0
896,25000.0, 36 months,5.32,752.87,A,10+ years,RENT,99000.0,Not Verified,Dec-2015,Fully Paid,credit_card,18.47,0.0,Oct-1997,745.0,749.0,0.0,20.0,0.0,45023.0,43.3,24.0,Individual,0.0,0.0
4160,9600.0, 36 months,5.32,289.11,A,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,22.95,0.0,Apr-1992,755.0,759.0,2.0,22.0,0.0,18621.0,21.9,46.0,Individual,6.0,0.0
8842,6000.0, 36 months,10.64,195.42,B,10+ years,MORTGAGE,45500.0,Verified,Dec-2015,Fully Paid,credit_card,18.83,0.0,Sep-2005,705.0,709.0,0.0,4.0,0.0,5208.0,86.8,6.0,Individual,0.0,0.0
8012,1500.0, 36 months,7.26,46.5,A,10+ years,MORTGAGE,60000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,25.84,3.0,Feb-1998,700.0,704.0,0.0,21.0,0.0,18935.0,18.7,36.0,Individual,7.0,0.0
7221,10725.0, 36 months,13.44,363.65,C,< 1 year,RENT,40000.0,Verified,Dec-2015,Charged Off,credit_card,35.41,0.0,Oct-2000,690.0,694.0,0.0,10.0,0.0,14656.0,67.2,21.0,Individual,0.0,0.0
9480,16000.0, 60 months,18.2,408.04,E,9 years,OWN,120000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,10.57,0.0,May-2007,705.0,709.0,2.0,8.0,3.0,293.0,2.8,20.0,Individual,0.0,0.0
3346,26000.0, 36 months,7.91,813.67,A,10+ years,MORTGAGE,85000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,24.88,0.0,Sep-1989,685.0,689.0,0.0,20.0,0.0,28630.0,52.3,34.0,Individual,4.0,0.0
5504,15000.0, 60 months,13.44,344.69,C,10+ years,RENT,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,26.38,0.0,Nov-1999,715.0,719.0,1.0,13.0,0.0,11663.0,48.0,34.0,Individual,1.0,0.0
3985,3000.0, 36 months,10.78,97.91,B,8 years,RENT,17000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,16.6,0.0,Apr-2011,695.0,699.0,0.0,9.0,0.0,5993.0,35.5,10.0,Individual,0.0,0.0
790,4500.0, 36 months,9.8,144.79,B,5 years,MORTGAGE,39600.0,Verified,Dec-2015,Fully Paid,debt_consolidation,22.82,0.0,Jul-2006,705.0,709.0,0.0,9.0,0.0,9374.0,77.5,11.0,Individual,1.0,0.0
3920,10000.0, 36 months,8.49,315.63,B,10+ years,MORTGAGE,99000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,7.5,0.0,May-2004,665.0,669.0,1.0,7.0,1.0,17936.0,81.2,18.0,Individual,2.0,1.0
1728,8000.0, 36 months,14.85,276.74,C,6 years,OWN,65000.0,Verified,Dec-2015,Charged Off,debt_consolidation,17.41,2.0,Apr-1992,660.0,664.0,1.0,32.0,0.0,12580.0,56.4,52.0,Individual,0.0,0.0
5677,25000.0, 36 months,17.97,903.44,D,10+ years,MORTGAGE,70560.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,28.61,0.0,Sep-2007,675.0,679.0,1.0,17.0,1.0,23648.0,67.8,25.0,Individual,2.0,1.0
8508,8400.0, 36 months,8.38,264.71,B,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,7.37,1.0,Nov-2000,690.0,694.0,1.0,6.0,0.0,3625.0,26.7,15.0,Individual,2.0,0.0
5757,10000.0, 36 months,14.85,345.92,C,5 years,RENT,27000.0,Source Verified,Dec-2015,Charged Off,major_purchase,25.91,0.0,Mar-2008,695.0,699.0,0.0,9.0,0.0,3806.0,25.4,26.0,Individual,0.0,0.0
730,13200.0, 36 months,9.17,420.81,B,1 year,MORTGAGE,98000.0,Source Verified,Dec-2015,Charged Off,credit_card,10.03,0.0,May-1997,665.0,669.0,0.0,8.0,0.0,14301.0,50.5,21.0,Individual,5.0,0.0
8707,12600.0, 60 months,13.18,287.86,C,8 years,MORTGAGE,60000.0,Verified,Dec-2015,Charged Off,debt_consolidation,23.43,0.0,Feb-1995,690.0,694.0,0.0,14.0,0.0,20912.0,83.0,21.0,Individual,0.0,0.0
5845,15000.0, 36 months,7.49,466.53,A,1 year,MORTGAGE,115000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,8.98,2.0,Oct-1988,705.0,709.0,1.0,13.0,0.0,10689.0,34.3,37.0,Individual,3.0,0.0
6080,30800.0, 60 months,18.49,790.36,D,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,35.56,0.0,Jun-2004,745.0,749.0,0.0,18.0,0.0,25397.0,35.2,34.0,Individual,4.0,0.0
6892,15000.0, 60 months,8.49,307.68,B,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,credit_card,6.52,1.0,Jan-1987,685.0,689.0,2.0,11.0,0.0,13984.0,39.4,35.0,Individual,6.0,0.0
4434,18700.0, 36 months,17.27,669.23,D,1 year,RENT,52000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,36.07,0.0,Jun-1999,660.0,664.0,1.0,11.0,2.0,16464.0,90.5,22.0,Individual,1.0,2.0
1604,25000.0, 60 months,21.48,683.11,E,10+ years,MORTGAGE,98000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,21.9,0.0,Aug-2002,685.0,689.0,2.0,16.0,0.0,37377.0,60.4,47.0,Individual,3.0,0.0
2709,5500.0, 36 months,6.99,169.8,A,9 years,MORTGAGE,100000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,23.02,0.0,Feb-1989,775.0,779.0,0.0,19.0,0.0,36806.0,41.5,44.0,Individual,3.0,0.0
19,8650.0, 36 months,19.89,320.99,E,8 years,RENT,55000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,25.49,0.0,Mar-2005,675.0,679.0,4.0,18.0,1.0,9568.0,46.0,19.0,Individual,0.0,1.0
367,12000.0, 36 months,5.32,361.38,A,3 years,MORTGAGE,72500.0,Not Verified,Dec-2015,Fully Paid,other,2.71,0.0,Jul-1996,745.0,749.0,0.0,10.0,0.0,7804.0,26.9,19.0,Individual,2.0,0.0
8312,15000.0, 36 months,11.99,498.15,C,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,36.18,0.0,Jul-2003,680.0,684.0,0.0,13.0,0.0,18687.0,73.6,25.0,Individual,2.0,0.0
4439,35000.0, 36 months,11.48,1153.83,B,4 years,RENT,200000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,9.0,0.0,Feb-1988,730.0,734.0,0.0,6.0,0.0,41913.0,77.9,15.0,Individual,1.0,0.0
9799,18000.0, 36 months,11.99,597.78,C,8 years,MORTGAGE,50000.0,Verified,Dec-2015,Fully Paid,credit_card,20.4,0.0,Nov-2004,690.0,694.0,1.0,18.0,0.0,21006.0,74.2,33.0,Individual,1.0,0.0
3038,1675.0, 36 months,14.85,57.95,C,2 years,MORTGAGE,25000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,7.63,0.0,Dec-2000,660.0,664.0,0.0,7.0,0.0,6228.0,39.7,14.0,Individual,2.0,0.0
4741,35000.0, 36 months,13.99,1196.05,C,10+ years,RENT,150000.0,Verified,Dec-2015,Fully Paid,credit_card,7.27,0.0,Nov-1979,690.0,694.0,0.0,6.0,0.0,35907.0,94.7,9.0,Individual,0.0,0.0
7384,11875.0, 36 months,13.67,403.96,C,3 years,RENT,33000.0,Verified,Dec-2015,Charged Off,credit_card,29.91,1.0,Jan-1977,685.0,689.0,1.0,11.0,0.0,1653.0,10.8,19.0,Individual,0.0,0.0
9559,10000.0, 36 months,9.76,321.55,B,2 years,RENT,40600.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.4,0.0,Jan-1989,670.0,674.0,2.0,12.0,1.0,17047.0,51.2,21.0,Individual,0.0,1.0
8291,29350.0, 60 months,20.99,793.86,E,1 year,MORTGAGE,70000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,12.15,0.0,Mar-2003,665.0,669.0,0.0,5.0,1.0,6449.0,71.0,16.0,Individual,0.0,1.0
4466,4200.0, 36 months,19.48,154.98,E,2 years,RENT,60000.0,Verified,Dec-2015,Fully Paid,moving,8.96,0.0,Aug-2007,665.0,669.0,1.0,5.0,0.0,3231.0,63.4,27.0,Individual,0.0,0.0
6539,7575.0, 36 months,13.99,258.86,C,,RENT,16500.0,Verified,Dec-2015,Charged Off,credit_card,39.27,0.0,Mar-1987,700.0,704.0,0.0,13.0,0.0,11809.0,52.3,29.0,Individual,1.0,0.0
9090,7500.0, 36 months,11.22,246.33,B,< 1 year,RENT,78000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,16.03,1.0,Sep-2004,670.0,674.0,2.0,12.0,0.0,7891.0,51.6,31.0,Individual,0.0,0.0
57,35000.0, 60 months,11.99,778.38,C,10+ years,MORTGAGE,128000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,6.46,0.0,Feb-1990,685.0,689.0,0.0,17.0,0.0,14277.0,27.4,46.0,Individual,5.0,0.0
9977,12000.0, 36 months,10.64,390.83,B,1 year,MORTGAGE,45000.0,Verified,Dec-2015,Charged Off,debt_consolidation,24.16,5.0,Jul-1994,665.0,669.0,0.0,12.0,0.0,13306.0,68.9,33.0,Individual,3.0,0.0
3523,12000.0, 60 months,13.44,275.75,C,10+ years,MORTGAGE,54000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,6.07,0.0,Nov-2004,690.0,694.0,0.0,10.0,0.0,6625.0,46.7,20.0,Individual,1.0,0.0
1945,8000.0, 36 months,12.88,269.09,C,6 years,RENT,60000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,5.46,1.0,Nov-1984,665.0,669.0,0.0,7.0,0.0,6831.0,81.3,20.0,Individual,2.0,0.0
4898,6000.0, 36 months,8.49,189.38,B,2 years,MORTGAGE,124000.0,Not Verified,Dec-2015,Fully Paid,credit_card,5.69,0.0,Nov-1992,670.0,674.0,0.0,9.0,1.0,2307.0,25.6,23.0,Individual,6.0,1.0
7534,10000.0, 36 months,12.59,334.97,C,3 years,RENT,66200.0,Verified,Dec-2015,Fully Paid,debt_consolidation,25.67,0.0,Aug-2009,685.0,689.0,0.0,7.0,0.0,12323.0,81.6,9.0,Individual,0.0,0.0
9018,10000.0, 36 months,5.32,301.15,A,2 years,MORTGAGE,400000.0,Source Verified,Dec-2015,Fully Paid,credit_card,17.52,0.0,Jul-1997,705.0,709.0,1.0,15.0,0.0,415195.0,72.0,28.0,Individual,3.0,0.0
7405,6000.0, 36 months,11.22,197.06,B,10+ years,MORTGAGE,60000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,2.4,0.0,Apr-2007,740.0,744.0,0.0,7.0,0.0,2834.0,12.8,9.0,Individual,1.0,0.0
9959,18000.0, 60 months,10.64,388.14,B,1 year,RENT,85000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,19.96,0.0,Aug-2004,690.0,694.0,0.0,15.0,0.0,27266.0,71.0,29.0,Individual,0.0,0.0
2639,12000.0, 36 months,13.44,406.88,C,5 years,MORTGAGE,58000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.77,0.0,Jun-1984,675.0,679.0,0.0,7.0,0.0,10367.0,56.7,20.0,Individual,4.0,0.0
2525,10500.0, 36 months,9.8,337.83,B,< 1 year,MORTGAGE,65000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,21.49,1.0,Jan-1992,665.0,669.0,1.0,29.0,0.0,11156.0,83.9,43.0,Joint App,1.0,0.0
3772,12000.0, 36 months,10.78,391.62,B,10+ years,MORTGAGE,62000.0,Source Verified,Dec-2015,Fully Paid,credit_card,28.75,0.0,Feb-2005,685.0,689.0,0.0,22.0,0.0,27753.0,47.4,25.0,Individual,1.0,0.0
8124,4500.0, 36 months,11.99,149.45,C,1 year,RENT,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,18.08,0.0,Nov-2001,660.0,664.0,1.0,15.0,1.0,9184.0,52.5,33.0,Individual,0.0,1.0
2094,13650.0, 60 months,21.48,372.98,E,9 years,OWN,37000.0,Verified,Dec-2015,Charged Off,debt_consolidation,19.51,0.0,Dec-2005,675.0,679.0,2.0,17.0,0.0,3957.0,24.3,47.0,Individual,0.0,0.0
8826,16325.0, 36 months,16.99,581.95,D,8 years,MORTGAGE,49000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,37.11,0.0,Oct-2008,670.0,674.0,1.0,16.0,0.0,19432.0,79.3,25.0,Individual,0.0,0.0
2479,15000.0, 36 months,9.8,482.61,B,10+ years,OWN,85000.0,Source Verified,Dec-2015,Fully Paid,credit_card,12.04,1.0,Dec-1998,660.0,664.0,0.0,10.0,1.0,8198.0,55.4,26.0,Individual,4.0,0.0
2889,10000.0, 60 months,14.85,237.12,C,2 years,MORTGAGE,125000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,9.33,1.0,Feb-2001,675.0,679.0,1.0,18.0,0.0,29651.0,49.7,53.0,Individual,2.0,0.0
7962,5000.0, 36 months,11.22,164.22,B,5 years,RENT,25000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,5.71,0.0,Apr-2004,695.0,699.0,0.0,4.0,0.0,3982.0,84.7,9.0,Individual,0.0,0.0
4128,15000.0, 36 months,5.32,451.73,A,< 1 year,MORTGAGE,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,4.35,1.0,May-1995,705.0,709.0,0.0,12.0,0.0,10650.0,34.2,27.0,Individual,1.0,0.0
6728,6000.0, 36 months,9.8,193.05,B,10+ years,RENT,66000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,8.38,0.0,Sep-2003,730.0,734.0,0.0,5.0,0.0,4669.0,68.7,26.0,Individual,0.0,0.0
5629,7000.0, 36 months,12.88,235.46,C,5 years,RENT,37311.0,Verified,Dec-2015,Fully Paid,medical,10.92,1.0,Dec-2008,665.0,669.0,1.0,11.0,0.0,7877.0,26.7,17.0,Individual,0.0,0.0
9643,29900.0, 36 months,13.18,1010.05,C,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,23.2,0.0,Mar-2000,695.0,699.0,0.0,8.0,0.0,16196.0,91.0,16.0,Individual,3.0,0.0
3671,6000.0, 36 months,10.78,195.81,B,10+ years,MORTGAGE,60000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,20.56,0.0,Jun-2008,660.0,664.0,1.0,12.0,0.0,17387.0,74.3,17.0,Individual,2.0,0.0
2014,2400.0, 36 months,13.99,82.02,C,10+ years,MORTGAGE,114000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,17.02,1.0,Sep-1995,680.0,684.0,0.0,10.0,0.0,12101.0,25.2,21.0,Individual,3.0,0.0
7798,7200.0, 36 months,11.22,236.47,B,< 1 year,RENT,72000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.52,0.0,Mar-1986,690.0,694.0,1.0,15.0,0.0,39035.0,63.4,22.0,Individual,0.0,0.0
3489,9000.0, 36 months,10.78,293.72,B,9 years,MORTGAGE,50000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,24.74,1.0,Nov-2004,670.0,674.0,0.0,7.0,1.0,5305.0,35.4,23.0,Individual,1.0,0.0
5068,4000.0, 36 months,10.78,130.54,B,10+ years,RENT,70000.0,Not Verified,Dec-2015,Fully Paid,other,28.97,0.0,Aug-2003,680.0,684.0,1.0,10.0,1.0,6818.0,52.0,24.0,Individual,0.0,1.0
488,11000.0, 36 months,7.49,342.12,A,,OWN,33000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,37.56,0.0,Dec-1983,800.0,804.0,0.0,26.0,0.0,9867.0,7.1,44.0,Individual,0.0,0.0
7894,23800.0, 36 months,16.99,848.42,D,3 years,RENT,137280.0,Verified,Dec-2015,Fully Paid,debt_consolidation,7.0,1.0,Dec-1999,660.0,664.0,0.0,7.0,0.0,10749.0,46.7,28.0,Individual,1.0,0.0
3297,9000.0, 36 months,9.17,286.92,B,1 year,MORTGAGE,84000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,15.36,1.0,Oct-1986,665.0,669.0,0.0,10.0,0.0,6650.0,24.8,19.0,Individual,3.0,0.0
6074,16300.0, 36 months,7.49,506.96,A,< 1 year,MORTGAGE,100000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,12.02,0.0,Aug-1994,715.0,719.0,2.0,10.0,0.0,13914.0,42.4,17.0,Individual,3.0,0.0
6291,25000.0, 60 months,19.89,660.82,E,9 years,MORTGAGE,80000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,21.98,0.0,Oct-1992,680.0,684.0,0.0,14.0,0.0,4574.0,18.2,14.0,Individual,0.0,0.0
2425,18500.0, 60 months,14.85,438.66,C,6 years,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,24.27,0.0,Nov-2010,725.0,729.0,0.0,13.0,0.0,12800.0,56.6,24.0,Individual,1.0,0.0
1737,11200.0, 60 months,16.59,275.89,D,4 years,MORTGAGE,97000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,38.78,0.0,Jun-1991,675.0,679.0,0.0,27.0,2.0,23639.0,75.3,46.0,Individual,2.0,0.0
553,1450.0, 36 months,9.17,46.23,B,2 years,MORTGAGE,35000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,18.59,0.0,Aug-2003,675.0,679.0,1.0,6.0,0.0,6916.0,69.2,16.0,Individual,1.0,0.0
6493,5000.0, 36 months,11.48,164.84,B,3 years,RENT,32000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,17.03,0.0,Jun-2011,720.0,724.0,0.0,6.0,0.0,3736.0,40.2,6.0,Individual,0.0,0.0
3327,10000.0, 36 months,9.17,318.79,B,10+ years,MORTGAGE,81000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,21.84,0.0,Jun-2005,705.0,709.0,0.0,7.0,0.0,13648.0,94.1,23.0,Individual,1.0,0.0
6243,10000.0, 36 months,8.49,315.63,B,10+ years,MORTGAGE,36000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,12.07,0.0,Sep-2000,680.0,684.0,0.0,6.0,0.0,5183.0,43.6,21.0,Individual,1.0,0.0
7019,10000.0, 36 months,8.38,315.12,B,3 years,RENT,40000.0,Source Verified,Dec-2015,Fully Paid,credit_card,20.24,0.0,Jun-2010,675.0,679.0,0.0,17.0,0.0,19124.0,31.8,20.0,Individual,0.0,0.0
159,16000.0, 36 months,10.78,522.16,B,3 years,RENT,87500.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,13.74,0.0,Jan-2008,695.0,699.0,0.0,13.0,0.0,21151.0,83.9,17.0,Individual,0.0,0.0
7435,6000.0, 36 months,7.26,185.98,A,8 years,MORTGAGE,60000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,9.28,1.0,Aug-1999,700.0,704.0,1.0,24.0,0.0,5762.0,33.5,52.0,Individual,0.0,0.0
2579,5000.0, 36 months,7.49,155.51,A,7 years,MORTGAGE,45000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,27.07,0.0,Jun-2006,795.0,799.0,0.0,12.0,0.0,6340.0,15.4,19.0,Individual,3.0,0.0
505,16000.0, 36 months,13.99,546.77,C,< 1 year,RENT,52000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,33.12,0.0,Sep-1995,705.0,709.0,0.0,15.0,1.0,7971.0,26.2,19.0,Individual,0.0,1.0
6469,19600.0, 36 months,5.32,590.25,A,< 1 year,RENT,45000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,18.63,1.0,Oct-1998,710.0,714.0,1.0,11.0,0.0,17997.0,61.5,36.0,Individual,0.0,0.0
7862,13200.0, 36 months,10.64,429.91,B,< 1 year,RENT,58000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.49,0.0,Jul-2009,695.0,699.0,0.0,10.0,0.0,16617.0,54.7,18.0,Individual,0.0,0.0
7404,15000.0, 60 months,17.57,377.41,D,,RENT,37000.0,Verified,Dec-2015,Charged Off,debt_consolidation,33.12,0.0,Nov-2000,710.0,714.0,1.0,17.0,0.0,4572.0,25.7,31.0,Individual,0.0,0.0
6468,5000.0, 36 months,9.17,159.4,B,,MORTGAGE,38000.0,Verified,Dec-2015,Fully Paid,credit_card,32.41,0.0,May-1995,695.0,699.0,2.0,19.0,1.0,14103.0,29.6,47.0,Individual,3.0,0.0
4723,16000.0, 36 months,11.99,531.36,C,2 years,MORTGAGE,600000.0,Source Verified,Dec-2015,Fully Paid,credit_card,11.02,3.0,Nov-1996,660.0,664.0,0.0,19.0,0.0,290662.0,67.6,42.0,Individual,9.0,0.0
6350,18000.0, 60 months,13.44,413.63,C,< 1 year,MORTGAGE,100000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,20.78,3.0,May-2000,670.0,674.0,0.0,11.0,0.0,2755.0,83.5,41.0,Individual,2.0,0.0
4478,20000.0, 36 months,7.91,625.9,A,5 years,MORTGAGE,75000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,20.67,0.0,Jun-2003,710.0,714.0,0.0,10.0,0.0,25609.0,41.6,20.0,Individual,1.0,0.0
8690,24000.0, 36 months,5.32,722.76,A,10+ years,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,17.89,0.0,Jun-1989,745.0,749.0,1.0,30.0,0.0,130468.0,36.1,47.0,Individual,2.0,0.0
